experiment,model_label,method,condition,check,qid,pid_i,pid_j,k,actual_k,trial,g,g_perturbed,delta_g,abs_g_gap,preference_flipped,sign_preserved
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,1,1,5,5.418521881103516,-8.969575881958008,14.388097763061523,14.388097763061523,1,0
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,1,1,6,5.418521881103516,-7.236722946166992,12.655244827270508,12.655244827270508,1,0
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,1,1,7,5.418521881103516,-9.74548625946045,15.164008140563965,15.164008140563965,1,0
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,1,1,8,5.418521881103516,-9.479313850402832,14.897835731506348,14.897835731506348,1,0
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,1,1,9,5.418521881103516,-8.963301658630371,14.381823539733887,14.381823539733887,1,0
duot5,DuoT5,pairwise_ig,explanation,deletion,1001108,7870036,7042329,3,3,0,5.418521881103516,1.7468125820159912,3.6717092990875244,3.6717092990875244,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,0,5.418521881103516,5.348773956298828,0.0697479248046875,0.0697479248046875,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,1,5.418521881103516,5.237951278686523,0.1805706024169922,0.1805706024169922,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,2,5.418521881103516,5.5302581787109375,-0.11173629760742188,0.11173629760742188,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,3,5.418521881103516,5.497823715209961,-0.07930183410644531,0.07930183410644531,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,4,5.418521881103516,5.326211929321289,0.09230995178222656,0.09230995178222656,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,5,5.418521881103516,5.169693946838379,0.24882793426513672,0.24882793426513672,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,6,5.418521881103516,5.543622016906738,-0.12510013580322266,0.12510013580322266,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,7,5.418521881103516,5.458103179931641,-0.039581298828125,0.039581298828125,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,8,5.418521881103516,5.903114318847656,-0.4845924377441406,0.4845924377441406,0,1
duot5,DuoT5,pairwise_ig,random,deletion,1001108,7870036,7042329,3,3,9,5.418521881103516,5.497467041015625,-0.07894515991210938,0.07894515991210938,0,1
duot5,DuoT5,pairwise_ig,explanation,preservation,1001108,7870036,7042329,3,3,0,5.418521881103516,-3.3802599906921387,8.798781871795654,8.798781871795654,1,0
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,3,3,0,5.418521881103516,-3.6037378311157227,9.022259712219238,9.022259712219238,1,0
duot5,DuoT5,pairwise_ig,random,preservation,1001108,7870036,7042329,3,3,1,5.418521881103516,-9.417369842529297,14.835891723632812,14.835891723632812,1,0
